"Tail_Number","NumberOfFlights","Average_Departure_Delay"
"""N239NN""","145","11.89655172413793"
"""N241JQ""","118","11.889830508474576"
"""N7862A""","163","11.889570552147239"
"""N843NN""","80","11.8875"
"""N8785L""","131","11.885496183206106"
"""N463SW""","115","11.878260869565217"
"""N992JB""","73","11.876712328767123"
"""N8834L""","128","11.8671875"
"""N859NW""","7","11.857142857142858"
"""N138EV""","119","11.857142857142858"
"""N8503A""","153","11.856209150326798"
"""N585AS""","76","11.855263157894736"
"""N830DN""","101","11.851485148514852"
"""N8760L""","140","11.85"
"""N551GJ""","115","11.843478260869565"
"""N627QX""","146","11.842465753424657"
"""N915WN""","149","11.838926174496644"
"""N955NK""","99","11.828282828282829"
"""N7742B""","107","11.822429906542055"
"""N971NN""","66","11.818181818181818"
"""N8757L""","130","11.815384615384616"
"""N638AE""","157","11.80891719745223"
"""N442WN""","157","11.80891719745223"
"""N705JB""","68","11.808823529411764"
"""N80348""","113","11.805309734513274"
"""N903WN""","166","11.801204819277109"
"""N665DN""","120","11.8"
"""N581UW""","114","11.789473684210526"
"""N166SY""","95","11.789473684210526"
"""N912NK""","117","11.786324786324787"
"""N970AT""","172","11.784883720930232"
"""N827DN""","81","11.777777777777779"
"""N467WN""","164","11.75609756097561"
"""N159AN""","98","11.755102040816327"
"""N711UW""","102","11.754901960784315"
"""N678CA""","118","11.754237288135593"
"""N447WN""","126","11.753968253968255"
"""N3112J""","128","11.75"
"""N341DN""","72","11.75"
"""N319US""","103","11.74757281553398"
"""N7824A""","158","11.746835443037975"
"""N337JB""","169","11.745562130177515"
"""N945NN""","98","11.744897959183673"
"""N648NK""","133","11.74436090225564"
"""N933EV""","93","11.741935483870968"
"""N562UW""","120","11.733333333333333"
"""N125DN""","127","11.73228346456693"
"""N8668A""","151","11.728476821192054"
"""N8735L""","142","11.725352112676056"
"""N731SA""","148","11.722972972972974"
"""N13227""","83","11.72289156626506"
"""N340NB""","90","11.722222222222221"
"""N777UA""","61","11.721311475409836"
"""N218WN""","156","11.717948717948717"
"""N8738K""","119","11.705882352941176"
"""N561WN""","95","11.705263157894738"
"""N387DN""","111","11.702702702702704"
"""N250WN""","168","11.696428571428571"
"""N7874B""","146","11.691780821917808"
"""N8838Q""","32","11.6875"
"""236NV""","78","11.679487179487179"
"""N27515""","104","11.673076923076923"
"""N67501""","97","11.670103092783505"
"""N931AK""","72","11.666666666666666"
"""N118DY""","113","11.663716814159292"
"""N882NN""","89","11.651685393258427"
"""N109HQ""","117","11.649572649572649"
"""N316SY""","162","11.648148148148149"
"""N369DN""","120","11.641666666666667"
"""N216WR""","144","11.63888888888889"
"""N303DU""","135","11.62962962962963"
"""N956WN""","180","11.622222222222222"
"""N454WN""","137","11.620437956204379"
"""N475UA""","71","11.619718309859154"
"""N65832""","81","11.617283950617283"
"""N14019""","13","11.615384615384615"
"""N496WN""","160","11.6125"
"""N534NK""","100","11.61"
"""N545PB""","122","11.60655737704918"
"""N443AW""","143","11.601398601398602"
"""N12021""","20","11.6"
"""N909EV""","139","11.597122302158274"
"""N805DN""","96","11.59375"
"""N32404""","103","11.592233009708737"
"""N57439""","49","11.591836734693878"
"""N33284""","78","11.58974358974359"
"""N342PM""","77","11.584415584415584"
"""N407UA""","88","11.579545454545455"
"""N297WN""","141","11.574468085106384"
"""N73291""","94","11.574468085106384"
"""N439AN""","91","11.571428571428571"
"""N17529""","90","11.566666666666666"
"""N259NN""","115","11.565217391304348"
"""N607LR""","126","11.563492063492063"
"""N33289""","89","11.561797752808989"
"""N8689C""","155","11.561290322580644"
"""N17233""","69","11.55072463768116"
"""N161SY""","114","11.543859649122806"
"""N808DN""","89","11.539325842696629"
"""N773AN""","17","11.529411764705882"
"""N943LR""","70","11.528571428571428"
"""309NV""","91","11.527472527472527"
"""N941NK""","120","11.525"
"""N603SK""","107","11.523364485981308"
"""N304PQ""","140","11.514285714285714"
"""N37502""","90","11.511111111111111"
"""N67812""","69","11.507246376811594"
"""N252WN""","154","11.5"
"""N8548P""","148","11.5"
"""N7832A""","123","11.495934959349594"
"""N470WN""","148","11.493243243243244"
"""N282WN""","148","11.493243243243244"
"""N195PQ""","103","11.485436893203884"
"""N235NN""","143","11.482517482517483"
"""N233NN""","154","11.480519480519481"
"""N917EV""","73","11.479452054794521"
"""N917XJ""","109","11.477064220183486"
"""N914FJ""","105","11.466666666666667"
"""N477AS""","71","11.464788732394366"
"""N718SK""","28","11.464285714285714"
"""N812UA""","110","11.463636363636363"
"""N7826B""","139","11.46043165467626"
"""N181UW""","109","11.458715596330276"
"""N242NN""","136","11.448529411764707"
"""N8768Q""","145","11.448275862068966"
"""N963WN""","151","11.443708609271523"
"""N37547""","98","11.438775510204081"
"""N899SK""","53","11.433962264150944"
"""N77510""","74","11.432432432432432"
"""N506SY""","91","11.428571428571429"
"""N246SY""","132","11.424242424242424"
"""N335SN""","50","11.42"
"""N910WN""","163","11.411042944785276"
"""N6705Y""","113","11.4070796460177"
"""N310DN""","118","11.40677966101695"
"""N650NK""","138","11.405797101449275"
"""N901XJ""","126","11.396825396825397"
"""N206JB""","169","11.390532544378699"
"""N943NN""","85","11.388235294117647"
"""N617NK""","134","11.388059701492537"
"""N8670A""","146","11.383561643835616"
"""N630VA""","32","11.375"
"""N919AK""","92","11.369565217391305"
"""N307DX""","123","11.365853658536585"
"""N980AN""","88","11.363636363636363"
"""N8628A""","157","11.363057324840764"
"""N986AN""","100","11.36"
"""N220JQ""","100","11.36"
"""N177SY""","122","11.352459016393443"
"""N655CA""","87","11.344827586206897"
"""N955SW""","106","11.339622641509434"
"""N997JL""","89","11.337078651685394"
"""N818DA""","9","11.333333333333334"
"""N385DN""","108","11.333333333333334"
"""N957NK""","114","11.333333333333334"
"""N327DN""","124","11.330645161290322"
"""N27246""","103","11.330097087378642"
"""N926WN""","183","11.327868852459016"
"""N962WN""","171","11.32748538011696"
"""N913EV""","113","11.327433628318584"
"""N33209""","111","11.324324324324325"
"""N550NW""","111","11.324324324324325"
"""N8665D""","147","11.319727891156463"
"""N534UW""","122","11.319672131147541"
"""N120DU""","120","11.316666666666666"
"""N914UY""","80","11.3125"
"""N8713M""","143","11.307692307692308"
"""N320US""","102","11.303921568627452"
"""N17719""","89","11.303370786516854"
"""N8311Q""","136","11.301470588235293"
"""N784SW""","163","11.300613496932515"
"""N8533S""","136","11.286764705882353"
"""N605JB""","71","11.28169014084507"
"""N7851A""","161","11.279503105590063"
"""N8541W""","162","11.277777777777779"
"""N2747U""","18","11.277777777777779"
"""N694NK""","139","11.273381294964029"
"""N648UA""","11","11.272727272727273"
"""N323RM""","53","11.264150943396226"
"""N451UA""","38","11.263157894736842"
"""N526GJ""","107","11.261682242990654"
"""N393DN""","108","11.25925925925926"
"""N148AN""","70","11.257142857142858"
"""N103US""","119","11.252100840336135"
"""N313DN""","117","11.247863247863247"
"""N410WN""","114","11.24561403508772"
"""N872CB""","160","11.24375"
"""N7818L""","137","11.24087591240876"
"""N618NK""","139","11.237410071942445"
"""N17264""","97","11.237113402061855"
"""N669AW""","136","11.235294117647058"
"""N930VA""","64","11.234375"
"""N227UA""","26","11.23076923076923"
"""N907NK""","102","11.22549019607843"
"""N37525""","94","11.22340425531915"
"""N993AT""","165","11.218181818181819"
"""N8555Z""","156","11.217948717948717"
"""N379HA""","47","11.212765957446809"
"""N14735""","91","11.208791208791208"
"""N803UA""","129","11.2015503875969"
"""N814AA""","25","11.2"
"""N8918B""","141","11.198581560283689"
"""N8646B""","157","11.197452229299364"
"""N8627B""","157","11.19108280254777"
"""318NV""","98","11.183673469387756"
"""N978UY""","107","11.177570093457945"
"""N200WN""","175","11.177142857142858"
"""N785AN""","6","11.166666666666666"
"""N863DN""","78","11.166666666666666"
"""N813NN""","90","11.155555555555555"
"""N904XJ""","98","11.153061224489797"
"""N145SY""","118","11.152542372881356"
"""N917NK""","46","11.152173913043478"
"""N145AN""","79","11.151898734177216"
"""N273JB""","173","11.15028901734104"
"""N8027D""","87","11.137931034482758"
"""N8704Q""","137","11.13138686131387"
"""N8308K""","142","11.126760563380282"
"""N8647A""","158","11.126582278481013"
"""N564JB""","91","11.12087912087912"
"""N247SY""","148","11.108108108108109"
"""N949AT""","150","11.106666666666667"
"""N431UA""","75","11.106666666666667"
"""N57111""","57","11.105263157894736"
"""N408AN""","77","11.103896103896103"
"""N821UA""","101","11.099009900990099"
"""N88332""","84","11.095238095238095"
"""N293SY""","165","11.090909090909092"
"""N123NN""","100","11.09"
"""N11206""","100","11.08"
"""N8831L""","82","11.073170731707316"
"""N927WN""","159","11.069182389937106"
"""N852NN""","87","11.068965517241379"
"""N14106""","60","11.066666666666666"
"""N8758L""","153","11.058823529411764"
"""N7734H""","166","11.05421686746988"
"""N36476""","75","11.053333333333333"
"""N814UA""","118","11.05084745762712"
"""N8877A""","122","11.049180327868852"
"""N8667D""","158","11.044303797468354"
"""N880UA""","126","11.03968253968254"
"""N496UA""","104","11.038461538461538"
"""N811UA""","132","11.037878787878787"
"""N692NK""","144","11.034722222222221"
"""N772UA""","71","11.028169014084508"
"""N19141""","79","11.025316455696203"
"""N776UA""","80","11.025"
"""N7845A""","132","11.022727272727273"
"""N8635F""","167","11.017964071856287"
"""N523AE""","137","11.014598540145986"
"""N57870""","75","11.013333333333334"
"""N27959""","2","11.0"
"""N214WN""","5","11.0"
"""N696NK""","116","11.0"
"""N477UA""","107","11.0"
"""N931WN""","153","10.986928104575163"
"""N827UA""","75","10.986666666666666"
"""N320DN""","123","10.983739837398375"
"""N851UA""","102","10.980392156862745"
"""N8328A""","145","10.979310344827587"
"""N705SK""","139","10.971223021582734"
"""N8788L""","134","10.970149253731343"
"""N986AT""","66","10.969696969696969"
"""N762US""","91","10.967032967032967"
"""N79521""","89","10.96629213483146"
"""N312DU""","133","10.962406015037594"
"""N7750A""","123","10.959349593495935"
"""N649PP""","142","10.95774647887324"
"""N154AA""","92","10.956521739130435"
"""N929WN""","156","10.955128205128204"
"""N76508""","84","10.952380952380953"
"""N8580Z""","146","10.952054794520548"
"""N75426""","82","10.951219512195122"
"""N964SW""","96","10.947916666666666"
"""N73406""","108","10.944444444444445"
"""N839AA""","25","10.92"
"""N3077J""","107","10.91588785046729"
"""N314PD""","83","10.91566265060241"
"""N534AE""","116","10.913793103448276"
"""N3732J""","82","10.902439024390244"
"""N155UW""","75","10.893333333333333"
"""N7833A""","128","10.890625"
"""N876NN""","99","10.88888888888889"
"""N8526W""","160","10.8875"
"""N454AL""","96","10.885416666666666"
"""N8731J""","133","10.8796992481203"
"""N760US""","124","10.870967741935484"
"""N61886""","82","10.865853658536585"
"""N699DL""","88","10.863636363636363"
"""N338NW""","130","10.861538461538462"
"""N900WN""","171","10.859649122807017"
"""N721TW""","71","10.859154929577464"
"""N8634A""","157","10.847133757961783"
"""N821JB""","65","10.846153846153847"
"""N819NN""","97","10.845360824742269"
"""N467AS""","95","10.842105263157896"
"""N422WN""","164","10.835365853658537"
"""N579JB""","88","10.829545454545455"
"""N748SK""","122","10.827868852459016"
"""N835NN""","75","10.826666666666666"
"""N434YX""","127","10.818897637795276"
"""N197JB""","118","10.813559322033898"
"""N869DN""","80","10.8125"
"""N902WN""","141","10.801418439716311"
"""N37295""","5","10.8"
"""N8583Z""","152","10.789473684210526"
"""N630SK""","103","10.78640776699029"
"""N679AW""","120","10.783333333333333"
"""N62849""","64","10.78125"
"""N660DL""","100","10.78"
"""N922WN""","165","10.76969696969697"
"""N115DN""","115","10.765217391304347"
"""N221WN""","143","10.762237762237762"
"""N298WN""","168","10.761904761904763"
"""N193DN""","21","10.761904761904763"
"""N847DN""","87","10.758620689655173"
"""N75425""","78","10.756410256410257"
"""N143AN""","86","10.755813953488373"
"""N982AT""","145","10.751724137931035"
"""N6714Q""","84","10.75"
"""N335PH""","103","10.74757281553398"
"""N37516""","94","10.74468085106383"
"""244NV""","74","10.743243243243244"
"""N519DN""","27","10.74074074074074"
"""N486WN""","165","10.73939393939394"
"""N441WN""","153","10.738562091503267"
"""N922NK""","52","10.73076923076923"
"""N562WN""","115","10.730434782608695"
"""N685DA""","87","10.724137931034482"
"""N378SC""","47","10.72340425531915"
"""N7868K""","130","10.723076923076922"
"""N515NK""","108","10.722222222222221"
"""N8528Q""","160","10.71875"
"""N4005X""","103","10.70873786407767"
"""N184US""","96","10.708333333333334"
"""N104UW""","140","10.7"
"""N604SK""","130","10.692307692307692"
"""N951NK""","107","10.69158878504673"
"""N615NK""","116","10.681034482758621"
"""N937NK""","100","10.68"
"""N614NK""","140","10.678571428571429"
"""N464WN""","148","10.675675675675675"
"""N950LR""","114","10.675438596491228"
"""N672DL""","89","10.674157303370787"
"""N357PV""","104","10.673076923076923"
"""N170SY""","107","10.672897196261681"
"""N812AW""","113","10.672566371681416"
"""N825UA""","122","10.672131147540984"
"""N583NW""","90","10.666666666666666"
"""N538CA""","143","10.664335664335665"
"""N13113""","59","10.661016949152541"
"""N8648A""","158","10.651898734177216"
"""N460AN""","99","10.646464646464647"
"""N621NK""","118","10.64406779661017"
"""N913US""","115","10.643478260869566"
"""N578UW""","104","10.634615384615385"
"""N274WN""","123","10.634146341463415"
"""N468WN""","154","10.62987012987013"
"""N804JB""","89","10.629213483146067"
"""N994AN""","97","10.628865979381443"
"""N8658A""","161","10.627329192546584"
"""N389DA""","68","10.617647058823529"
"""N37541""","99","10.616161616161616"
"""N311DN""","119","10.61344537815126"
"""N162SY""","106","10.61320754716981"
"""N8550Q""","159","10.61006289308176"
"""N8680C""","164","10.609756097560975"
"""N117AN""","64","10.609375"
"""N966AN""","78","10.602564102564102"
"""N512SY""","77","10.597402597402597"
"""N774SW""","150","10.593333333333334"
"""N8805L""","160","10.5875"
"""N909DN""","82","10.585365853658537"
"""N8716B""","119","10.579831932773109"
"""N7887A""","107","10.57943925233645"
"""N849UA""","110","10.572727272727272"
"""N282NN""","138","10.572463768115941"
"""N347DN""","121","10.570247933884298"
"""N825NN""","104","10.567307692307692"
"""N764JD""","150","10.56"
"""N971NK""","113","10.557522123893806"
"""N816NN""","70","10.557142857142857"
"""N925AN""","63","10.555555555555555"
"""N8542Z""","155","10.548387096774194"
"""N226WN""","170","10.547058823529412"
"""245NV""","75","10.546666666666667"
"""N936AN""","97","10.54639175257732"
"""N281WN""","156","10.544871794871796"
"""N606JB""","70","10.542857142857143"
"""N415AN""","96","10.541666666666666"
"""N957SW""","48","10.541666666666666"
"""N2846U""","15","10.533333333333333"
"""N355JB""","118","10.525423728813559"
"""N162UW""","101","10.524752475247524"
"""N8557Q""","155","10.522580645161291"
"""N370DN""","102","10.519607843137255"
"""N8688J""","157","10.51592356687898"
"""N3748Y""","86","10.511627906976743"
"""N87527""","94","10.51063829787234"
"""N760SW""","143","10.51048951048951"
"""N502SY""","114","10.508771929824562"
"""N207WN""","170","10.505882352941176"
"""N991AT""","155","10.503225806451614"
"""N828NW""","4","10.5"
"""N8535S""","157","10.496815286624203"
"""N909AM""","101","10.495049504950495"
"""N78866""","87","10.494252873563218"
"""N457AW""","128","10.4921875"
"""N18223""","98","10.489795918367347"
"""N89315""","39","10.487179487179487"
"""N408WN""","177","10.485875706214689"
"""N255WN""","173","10.485549132947977"
"""N8643A""","147","10.482993197278912"
"""N8571Z""","163","10.478527607361963"
"""N171US""","119","10.470588235294118"
"""N34460""","66","10.469696969696969"
"""N873DN""","92","10.456521739130435"
"""N952WN""","90","10.455555555555556"
"""N976SW""","42","10.452380952380953"
"""N593NW""","109","10.44954128440367"
"""N136DQ""","112","10.446428571428571"
"""N27276""","65","10.446153846153846"
"""N7852A""","159","10.440251572327044"
"""N918FJ""","116","10.439655172413794"
"""N853UA""","107","10.439252336448599"
"""N268WN""","162","10.438271604938272"
"""N169UW""","94","10.436170212765957"
"""N23721""","90","10.433333333333334"
"""N920FJ""","107","10.429906542056075"
"""N902NN""","114","10.429824561403509"
"""N636AE""","128","10.421875"
"""N2135U""","19","10.421052631578947"
"""N7726A""","152","10.421052631578947"
"""N898UA""","126","10.404761904761905"
"""N8653A""","152","10.401315789473685"
"""N817SK""","90","10.38888888888889"
"""N979NN""","85","10.388235294117647"
"""N69833""","71","10.380281690140846"
"""N923XJ""","108","10.37037037037037"
"""N844DN""","84","10.369047619047619"
"""N883NN""","68","10.367647058823529"
"""N8511K""","165","10.363636363636363"
"""N27205""","99","10.363636363636363"
"""N831UA""","113","10.36283185840708"
"""N78361""","69","10.36231884057971"
"""N228HA""","62","10.35483870967742"
"""N512AS""","74","10.35135135135135"
"""N33203""","100","10.35"
"""N17122""","43","10.348837209302326"
"""N206WN""","141","10.347517730496454"
"""274NV""","29","10.344827586206897"
"""N125AA""","95","10.336842105263157"
"""N337NB""","101","10.336633663366337"
"""N47275""","113","10.336283185840708"
"""N127DN""","120","10.333333333333334"
"""N993NN""","85","10.329411764705883"
"""N208SY""","128","10.328125"
"""N237AK""","111","10.324324324324325"
"""N335DN""","108","10.324074074074074"
"""N369NW""","124","10.32258064516129"
"""N183SY""","124","10.32258064516129"
"""N691NK""","119","10.319327731092438"
"""N8722L""","116","10.318965517241379"
"""N8828L""","110","10.318181818181818"
"""N941NN""","93","10.311827956989248"
"""N343DN""","121","10.289256198347108"
"""N67827""","87","10.28735632183908"
"""N513SY""","84","10.285714285714286"
"""N8656B""","151","10.28476821192053"
"""N209SY""","67","10.283582089552239"
"""N803DN""","105","10.276190476190477"
"""N535AS""","71","10.267605633802816"
"""N66828""","83","10.265060240963855"
"""N407SY""","134","10.261194029850746"
"""N920DU""","82","10.25609756097561"
"""N582CA""","133","10.24812030075188"
"""N9008U""","65","10.246153846153845"
"""N388DN""","114","10.24561403508772"
"""N891NN""","83","10.240963855421686"
"""N67846""","79","10.240506329113924"
"""N320PQ""","140","10.235714285714286"
"""N825SK""","116","10.232758620689655"
"""N284JB""","138","10.231884057971014"
"""N172US""","117","10.23076923076923"
"""N949NK""","99","10.222222222222221"
"""N485PX""","100","10.22"
"""N8502Z""","142","10.21830985915493"
"""N988AL""","79","10.215189873417721"
"""N344DN""","84","10.214285714285714"
"""N403WN""","160","10.2125"
"""N8826Q""","156","10.211538461538462"
"""N903XJ""","141","10.205673758865249"
"""N267JB""","161","10.20496894409938"
"""N23707""","69","10.202898550724637"
"""N77296""","103","10.194174757281553"
"""N372NW""","130","10.192307692307692"
"""N851NN""","100","10.19"
"""N554NW""","93","10.182795698924732"
"""N139AN""","96","10.166666666666666"
"""N8708Q""","123","10.16260162601626"
"""N1811U""","74","10.162162162162161"
"""N8821S""","145","10.151724137931035"
"""N3741S""","60","10.15"
"""N247JB""","154","10.14935064935065"
"""N963NN""","98","10.142857142857142"
"""N37434""","72","10.13888888888889"
"""N308SY""","111","10.135135135135135"
"""N385DZ""","119","10.134453781512605"
"""N748EV""","38","10.131578947368421"
"""N272NN""","150","10.126666666666667"
"""N832DN""","98","10.112244897959183"
"""N7865A""","135","10.11111111111111"
"""N924WN""","113","10.106194690265486"
"""N830AN""","19","10.105263157894736"
"""N906NN""","86","10.104651162790697"
"""N8699A""","88","10.102272727272727"
"""N301NW""","100","10.1"
"""N179UW""","109","10.091743119266056"
"""N656AW""","104","10.086538461538462"
"""N439UA""","87","10.080459770114942"
"""N73283""","79","10.075949367088608"
"""N549CA""","162","10.074074074074074"
"""N67845""","68","10.073529411764707"
"""N635QX""","128","10.0703125"
"""N324PQ""","124","10.064516129032258"
"""N29124""","72","10.055555555555555"
"""N912SW""","100","10.05"
"""N370HA""","41","10.048780487804878"
"""N930AU""","85","10.047058823529412"
"""N936NK""","109","10.045871559633028"
"""N37456""","92","10.043478260869565"
"""N815MD""","98","10.040816326530612"
"""N37532""","85","10.035294117647059"
"""N315DN""","86","10.034883720930232"
"""N824DN""","88","10.034090909090908"
"""N113AN""","60","10.033333333333333"
"""N965NK""","133","10.030075187969924"
"""N8324A""","124","10.024193548387096"
"""N986SW""","124","10.016129032258064"
"""N199SY""","139","10.014388489208633"
"""N358JB""","140","10.014285714285714"
"""N35204""","88","10.011363636363637"
"""N310PQ""","120","10.008333333333333"
"""N3739P""","122","10.008196721311476"
"""N29968""","7","10.0"
"""N883UA""","125","10.0"
"""N77066""","18","10.0"
"""N452AW""","109","10.0"
"""N753AN""","3","10.0"
"""N928AE""","130","9.992307692307692"
"""N337PQ""","125","9.992"
"""N923AE""","107","9.990654205607477"
"""N605FR""","82","9.987804878048781"
"""N113SY""","135","9.985185185185186"
"""N14231""","100","9.98"
"""N3749D""","77","9.974025974025974"
"""N8313F""","125","9.968"
"""N198UW""","88","9.965909090909092"
"""N760SK""","104","9.961538461538462"
"""N13716""","86","9.953488372093023"
"""N400WN""","113","9.946902654867257"
"""N733SA""","158","9.943037974683545"
"""N908NN""","81","9.938271604938272"
"""N8629A""","152","9.927631578947368"
"""N514NK""","102","9.92156862745098"
"""N800SK""","154","9.915584415584416"
"""N826AW""","106","9.915094339622641"
"""N376CA""","58","9.913793103448276"
"""N8779Q""","123","9.910569105691057"
"""N7864B""","138","9.905797101449275"
"""N126UW""","74","9.905405405405405"
"""N695DL""","103","9.902912621359222"
"""N307JB""","142","9.901408450704226"
"""N217UA""","10","9.9"
"""N338DN""","128","9.8984375"
"""N524UW""","116","9.887931034482758"
"""N8570W""","160","9.8875"
"""N76526""","86","9.883720930232558"
"""N841DN""","94","9.882978723404255"
"""N802NN""","93","9.881720430107526"
"""N119DN""","114","9.87719298245614"
"""N26208""","24","9.875"
"""N68891""","85","9.870588235294118"
"""N8642E""","139","9.870503597122303"
"""N788SA""","175","9.868571428571428"
"""N846NN""","98","9.86734693877551"
"""N134DU""","120","9.866666666666667"
"""N643QX""","133","9.864661654135338"
"""N425YX""","123","9.861788617886178"
"""N89304""","65","9.861538461538462"
"""N553NN""","140","9.857142857142858"
"""N805UA""","111","9.855855855855856"
"""N294SY""","135","9.851851851851851"
"""N765SW""","155","9.851612903225806"
"""N468AS""","94","9.851063829787234"
"""N338NB""","115","9.843478260869565"
"""N542US""","76","9.842105263157896"
"""N8818Q""","151","9.841059602649006"
"""N211NN""","125","9.84"
"""N295WN""","156","9.83974358974359"
"""N8718Q""","131","9.83969465648855"
"""N538US""","115","9.834782608695653"
"""N590NW""","101","9.831683168316832"
"""N104DU""","118","9.830508474576272"
"""N473WN""","140","9.82857142857143"
"""N591NN""","126","9.825396825396826"
"""N7741C""","108","9.824074074074074"
"""N2084J""","34","9.823529411764707"
"""N519UW""","119","9.823529411764707"
"""N76505""","100","9.82"
"""N668DN""","105","9.80952380952381"
"""N339DN""","113","9.805309734513274"
"""N301DV""","118","9.805084745762711"
"""N924AK""","90","9.8"
"""N828AA""","30","9.8"
"""N585UW""","104","9.788461538461538"
"""N738CB""","177","9.785310734463277"
"""N660CL""","159","9.773584905660377"
"""N624QX""","151","9.7682119205298"
"""N648AE""","138","9.768115942028986"
"""N980NN""","111","9.765765765765765"
"""N945AN""","84","9.761904761904763"
"""N8317M""","139","9.748201438848922"
"""N459AN""","90","9.744444444444444"
"""N223HA""","58","9.741379310344827"
"""N704US""","82","9.731707317073171"
"""N855UA""","117","9.726495726495726"
"""N204WN""","145","9.724137931034482"
"""N652AW""","96","9.71875"
"""N8733M""","133","9.714285714285714"
"""N372DN""","119","9.714285714285714"
"""N820DX""","152","9.710526315789474"
"""N912DU""","79","9.708860759493671"
"""N271NN""","153","9.705882352941176"
"""N8624J""","169","9.70414201183432"
"""N405QX""","37","9.702702702702704"
"""N24224""","95","9.694736842105263"
"""N838DN""","80","9.6875"
"""N128DN""","115","9.68695652173913"
"""N234WN""","117","9.683760683760683"
"""N622AE""","141","9.680851063829786"
"""N945WN""","147","9.680272108843537"
"""N829DN""","84","9.678571428571429"
"""N7840A""","143","9.678321678321678"
"""N462WN""","162","9.67283950617284"
"""N206NN""","134","9.671641791044776"
"""N246LV""","156","9.666666666666666"
"""N7827A""","93","9.666666666666666"
"""N928AM""","83","9.662650602409638"
"""N791SW""","104","9.64423076923077"
"""N620QX""","124","9.637096774193548"
"""N940AN""","33","9.636363636363637"
"""N490PX""","113","9.628318584070797"
"""N38727""","86","9.627906976744185"
"""N8575Z""","158","9.626582278481013"
"""N934JB""","72","9.625"
"""N77431""","90","9.622222222222222"
"""N8748Q""","148","9.621621621621621"
"""N828UA""","115","9.617391304347827"
"""N231WN""","128","9.6171875"
"""N334JB""","145","9.613793103448275"
"""N947WN""","131","9.610687022900763"
"""N8719Q""","123","9.609756097560975"
"""N872NN""","94","9.606382978723405"
"""N213HA""","66","9.606060606060606"
"""N632QX""","136","9.602941176470589"
"""N340NW""","88","9.602272727272727"
"""N887DN""","80","9.6"
"""N8717M""","126","9.587301587301587"
"""N37437""","72","9.583333333333334"
"""317NV""","100","9.58"
"""N299WN""","185","9.578378378378378"
"""N277SY""","118","9.576271186440678"
"""N324JB""","132","9.575757575757576"
"""N614NN""","152","9.572368421052632"
"""N538UW""","108","9.564814814814815"
"""N409AA""","78","9.564102564102564"
"""207NV""","87","9.563218390804598"
"""N3044J""","112","9.5625"
"""N451AN""","93","9.559139784946236"
"""N238NN""","156","9.557692307692308"
"""N805AW""","103","9.553398058252426"
"""N792SW""","143","9.552447552447552"
"""N47414""","80","9.55"
"""N39461""","78","9.538461538461538"
"""N973AN""","71","9.535211267605634"
"""N654RW""","105","9.533333333333333"
"""N4032T""","38","9.526315789473685"
"""N433AS""","40","9.525"
"""N595NW""","81","9.518518518518519"
"""N279WN""","49","9.510204081632653"
"""N310RF""","42","9.5"
"""N693DL""","132","9.492424242424242"
"""N486AS""","83","9.481927710843374"
"""N552GJ""","133","9.481203007518797"
"""N24211""","100","9.48"
"""N287SY""","130","9.476923076923077"
"""N958NK""","122","9.475409836065573"
"""N523UW""","76","9.473684210526315"
"""N8639B""","164","9.46951219512195"
"""N276NN""","139","9.467625899280575"
"""N217JC""","172","9.465116279069768"
"""N871UA""","102","9.46078431372549"
"""N839DN""","89","9.460674157303371"
"""N3771K""","63","9.46031746031746"
"""N419WN""","161","9.459627329192546"
"""N410SY""","90","9.455555555555556"
"""N293WN""","160","9.45"
"""N67171""","109","9.44954128440367"
"""N531JL""","76","9.447368421052632"
"""N923VA""","54","9.444444444444445"
"""N539UW""","106","9.443396226415095"
"""N974AN""","61","9.442622950819672"
"""N300LK""","152","9.43421052631579"
"""N248WN""","173","9.433526011560694"
"""N8803L""","162","9.425925925925926"
"""N216JB""","156","9.423076923076923"
"""N987AN""","93","9.419354838709678"
"""N265WN""","154","9.415584415584416"
"""N820UA""","109","9.403669724770642"
"""N8697C""","159","9.40251572327044"
"""N323DN""","105","9.4"
"""N925FJ""","115","9.4"
"""N923NN""","84","9.392857142857142"
"""N315PE""","93","9.376344086021506"
"""N967WN""","173","9.375722543352602"
"""N980AT""","115","9.373913043478261"
"""N77539""","97","9.371134020618557"
"""N37409""","125","9.368"
"""N203SY""","117","9.367521367521368"
"""N12238""","99","9.363636363636363"
"""N766JM""","156","9.352564102564102"
"""N8663A""","120","9.35"
"""N68842""","81","9.345679012345679"
"""N287AK""","109","9.339449541284404"
"""N987JT""","74","9.337837837837839"
"""N915US""","114","9.333333333333334"
"""N832MH""","6","9.333333333333334"
"""N925AT""","165","9.333333333333334"
"""N966NK""","128","9.328125"
"""N916US""","96","9.322916666666666"
"""N289SY""","124","9.32258064516129"
"""N524GJ""","121","9.322314049586776"
"""N302DU""","115","9.321739130434782"
"""N452WN""","100","9.31"
"""N304KM""","132","9.303030303030303"
"""N308DU""","120","9.3"
"""N861NW""","10","9.3"
"""N901DN""","91","9.296703296703297"
"""N442SW""","79","9.291139240506329"
"""N78008""","7","9.285714285714286"
"""N890UA""","98","9.285714285714286"
"""N941WN""","177","9.282485875706215"
"""N7728D""","114","9.280701754385966"
"""N682AE""","147","9.272108843537415"
"""N762SW""","151","9.271523178807946"
