"Tail_Number","NumberOfFlights","Average_Departure_Delay"
"""N701UW""","77","3.5974025974025974"
"""N171SY""","137","3.576642335766423"
"""N833DN""","67","3.5671641791044775"
"""N339NW""","120","3.566666666666667"
"""N741YX""","117","3.5641025641025643"
"""N501BG""","113","3.5575221238938055"
"""N929DZ""","95","3.5473684210526315"
"""N750EV""","35","3.5428571428571427"
"""N679AE""","19","3.526315789473684"
"""N554NN""","160","3.5"
"""N824NW""","6","3.5"
"""N411WN""","161","3.484472049689441"
"""N838UA""","114","3.482456140350877"
"""N9018E""","99","3.474747474747475"
"""N309DU""","145","3.462068965517241"
"""N214NN""","155","3.458064516129032"
"""N474AS""","94","3.4574468085106385"
"""N3764D""","94","3.4468085106382977"
"""N655RW""","108","3.4444444444444446"
"""N981AT""","138","3.4420289855072466"
"""N955LR""","30","3.433333333333333"
"""N702SK""","116","3.4310344827586206"
"""N69819""","87","3.425287356321839"
"""N953AT""","43","3.4186046511627906"
"""N123HQ""","135","3.414814814814815"
"""N622QX""","145","3.406896551724138"
"""N2039J""","32","3.40625"
"""N214JQ""","126","3.4047619047619047"
"""N408YX""","136","3.4044117647058822"
"""N305PQ""","142","3.4014084507042255"
"""N288NN""","143","3.3986013986013988"
"""N483HA""","283","3.385159010600707"
"""N529AS""","78","3.3846153846153846"
"""N16703""","94","3.372340425531915"
"""N569NN""","167","3.37125748502994"
"""N420YX""","134","3.3656716417910446"
"""N590NN""","159","3.3647798742138364"
"""338NV""","33","3.3636363636363638"
"""N76265""","98","3.357142857142857"
"""N131DU""","125","3.352"
"""N834DN""","83","3.3493975903614457"
"""N253WN""","148","3.3445945945945947"
"""N944WN""","179","3.340782122905028"
"""N802NW""","3","3.3333333333333335"
"""N738EV""","84","3.3333333333333335"
"""N495AS""","96","3.3333333333333335"
"""N778AN""","15","3.3333333333333335"
"""N663AR""","140","3.3285714285714287"
"""N603NN""","165","3.315151515151515"
"""N988JT""","77","3.311688311688312"
"""N581NN""","160","3.3"
"""N221NN""","138","3.2971014492753623"
"""N329JB""","153","3.281045751633987"
"""N201JQ""","148","3.277027027027027"
"""N652RS""","167","3.2754491017964074"
"""N905JH""","142","3.2746478873239435"
"""N806MD""","110","3.272727272727273"
"""N929SW""","91","3.2637362637362637"
"""N407YX""","142","3.2535211267605635"
"""N384HA""","4","3.25"
"""N899DN""","93","3.247311827956989"
"""N630QX""","142","3.2464788732394365"
"""N437AN""","99","3.242424242424242"
"""N743YX""","124","3.2338709677419355"
"""N293NN""","168","3.2202380952380953"
"""N274AK""","115","3.208695652173913"
"""N426YX""","122","3.19672131147541"
"""N178DN""","56","3.1964285714285716"
"""N326PQ""","116","3.1810344827586206"
"""N107NN""","68","3.176470588235294"
"""N438YX""","143","3.174825174825175"
"""N767SK""","92","3.1739130434782608"
"""N263AK""","66","3.1666666666666665"
"""N891DN""","101","3.1584158415841586"
"""N27903""","16","3.125"
"""N992AU""","64","3.125"
"""N807JB""","43","3.116279069767442"
"""N735AT""","9","3.111111111111111"
"""N712SK""","28","3.107142857142857"
"""N981NN""","85","3.1058823529411765"
"""N736YX""","133","3.1052631578947367"
"""N919DU""","84","3.0952380952380953"
"""N683AE""","161","3.0869565217391304"
"""N941AN""","86","3.0697674418604652"
"""N991NN""","110","3.0636363636363635"
"""N861DN""","87","3.057471264367816"
"""N578NN""","149","3.053691275167785"
"""N330NB""","133","3.0526315789473686"
"""N209JQ""","134","3.0522388059701493"
"""N335PQ""","119","3.0504201680672267"
"""N414YX""","137","3.0437956204379564"
"""N657RW""","106","3.0283018867924527"
"""N153UW""","113","3.0265486725663715"
"""N951LR""","83","3.0240963855421685"
"""N924DZ""","86","3.0232558139534884"
"""N402AN""","87","3.0229885057471266"
"""N431YX""","131","3.0229007633587788"
"""N282AK""","92","3.0217391304347827"
"""N988AT""","159","3.018867924528302"
"""N918SW""","80","3.0125"
"""N411DX""","7","3.0"
"""N26967""","13","3.0"
"""N727AN""","10","3.0"
"""N103HQ""","127","2.984251968503937"
"""N643RW""","112","2.982142857142857"
"""N749YX""","127","2.9763779527559056"
"""N748YX""","123","2.975609756097561"
"""N303DD""","134","2.970149253731343"
"""N875NN""","67","2.970149253731343"
"""N233JQ""","126","2.9682539682539684"
"""N202NN""","150","2.966666666666667"
"""N990AT""","140","2.9571428571428573"
"""N768AA""","22","2.9545454545454546"
"""N228NN""","155","2.9483870967741934"
"""N587NN""","158","2.9367088607594938"
"""N906AE""","192","2.9270833333333335"
"""N281NN""","145","2.924137931034483"
"""N939SW""","60","2.9166666666666665"
"""N925DZ""","81","2.9135802469135803"
"""N963AT""","178","2.893258426966292"
"""N611SK""","96","2.8854166666666665"
"""N881BK""","8","2.875"
"""N610CZ""","151","2.8741721854304636"
"""N961JT""","47","2.872340425531915"
"""N3769L""","109","2.871559633027523"
"""N879RW""","107","2.869158878504673"
"""N494HA""","289","2.865051903114187"
"""N17128""","63","2.857142857142857"
"""N3736C""","109","2.8440366972477062"
"""N428YX""","130","2.8384615384615386"
"""N837DN""","76","2.8289473684210527"
"""N339NB""","134","2.8208955223880596"
"""N930AT""","150","2.82"
"""N838SK""","111","2.81981981981982"
"""N573NN""","178","2.808988764044944"
"""N589NN""","169","2.804733727810651"
"""N277AK""","102","2.803921568627451"
"""N516SY""","121","2.8016528925619837"
"""N908DN""","80","2.8"
"""N47505""","100","2.8"
"""N534AS""","85","2.788235294117647"
"""N420WN""","160","2.7875"
"""N247LR""","98","2.7857142857142856"
"""N560NN""","168","2.7738095238095237"
"""N216JQ""","150","2.7733333333333334"
"""N889NN""","104","2.769230769230769"
"""N426UA""","85","2.764705882352941"
"""N522AE""","127","2.763779527559055"
"""N157AA""","105","2.742857142857143"
"""N219YX""","119","2.7394957983193278"
"""N242JQ""","134","2.7388059701492535"
"""N528AS""","72","2.736111111111111"
"""N927NN""","86","2.7325581395348837"
"""N3767""","86","2.7209302325581395"
"""N423YX""","110","2.7181818181818183"
"""N272AK""","102","2.715686274509804"
"""N236JQ""","123","2.6991869918699187"
"""N283AK""","109","2.697247706422018"
"""N265NN""","144","2.6944444444444446"
"""N195SY""","119","2.689075630252101"
"""N416YX""","122","2.6885245901639343"
"""N14011""","22","2.6818181818181817"
"""N942WN""","133","2.669172932330827"
"""N27901""","6","2.6666666666666665"
"""N222JQ""","117","2.6495726495726495"
"""N644RW""","108","2.6481481481481484"
"""N411AN""","87","2.6436781609195403"
"""N30913""","14","2.642857142857143"
"""N405DX""","11","2.6363636363636362"
"""N631QX""","60","2.6166666666666667"
"""N532EA""","167","2.6107784431137726"
"""N275AK""","92","2.608695652173913"
"""N826DN""","78","2.6025641025641026"
"""N722AN""","10","2.6"
"""N481AS""","97","2.577319587628866"
"""N427AN""","91","2.5714285714285716"
"""N930EV""","77","2.5584415584415585"
"""N448YX""","140","2.557142857142857"
"""310NV""","72","2.5555555555555554"
"""N558AS""","101","2.5544554455445545"
"""N256SY""","157","2.5477707006369426"
"""N263SY""","106","2.547169811320755"
"""N651RW""","106","2.547169811320755"
"""N786AN""","11","2.5454545454545454"
"""N503SY""","106","2.518867924528302"
"""293NV""","66","2.515151515151515"
"""N730AN""","4","2.5"
"""N26960""","2","2.5"
"""N656UA""","18","2.5"
"""N265SY""","142","2.5"
"""N452YX""","130","2.4923076923076923"
"""N76533""","94","2.4893617021276597"
"""N865RW""","120","2.475"
"""N772AN""","19","2.473684210526316"
"""N871NN""","89","2.4719101123595504"
"""N68880""","83","2.4698795180722892"
"""N641QX""","133","2.4661654135338344"
"""N731YX""","116","2.4655172413793105"
"""N664MS""","63","2.4603174603174605"
"""N635AE""","154","2.4545454545454546"
"""N987NN""","73","2.452054794520548"
"""N411ZW""","134","2.4477611940298507"
"""N319AS""","110","2.4454545454545453"
"""N612NN""","151","2.443708609271523"
"""N570NN""","156","2.4166666666666665"
"""N13954""","5","2.4"
"""N548AS""","48","2.3958333333333335"
"""N472AS""","98","2.3877551020408165"
"""N894DN""","83","2.3855421686746987"
"""306NV""","96","2.3854166666666665"
"""N68811""","34","2.3823529411764706"
"""N324RN""","46","2.369565217391304"
"""N160SY""","116","2.353448275862069"
"""N433AN""","89","2.348314606741573"
"""N876DN""","29","2.3448275862068964"
"""N644QX""","167","2.3353293413173652"
"""N27957""","3","2.3333333333333335"
"""290NV""","61","2.3278688524590163"
"""N253AK""","108","2.324074074074074"
"""N368CA""","95","2.3157894736842106"
"""N810MD""","126","2.3095238095238093"
"""N746SK""","85","2.3058823529411763"
"""N688DL""","80","2.3"
"""N569AS""","88","2.2954545454545454"
"""N882RW""","90","2.2777777777777777"
"""N606NN""","159","2.270440251572327"
"""N827SK""","45","2.2666666666666666"
"""N292AK""","113","2.265486725663717"
"""N240JQ""","129","2.248062015503876"
"""N191SY""","134","2.246268656716418"
"""N853DN""","85","2.235294117647059"
"""N511SY""","120","2.2333333333333334"
"""N228JQ""","143","2.2167832167832167"
"""N129HQ""","105","2.2095238095238097"
"""N936NN""","29","2.206896551724138"
"""N636RW""","94","2.1808510638297873"
"""N977AK""","82","2.1707317073170733"
"""N653QX""","113","2.168141592920354"
"""N34282""","14","2.142857142857143"
"""N956JT""","70","2.142857142857143"
"""N458AL""","93","2.139784946236559"
"""311NV""","86","2.13953488372093"
"""N489HA""","281","2.110320284697509"
"""N2250U""","12","2.0833333333333335"
"""N108HQ""","100","2.08"
"""N754YX""","113","2.0530973451327434"
"""N774SK""","96","2.0520833333333335"
"""N954LR""","70","2.0285714285714285"
"""N132DU""","66","2.015151515151515"
"""N432YX""","131","2.0076335877862594"
"""N588NN""","142","2.007042253521127"
"""N658UA""","3","2.0"
"""N291NN""","153","1.9411764705882353"
"""N800AN""","14","1.9285714285714286"
"""N179SY""","123","1.9268292682926829"
"""N656RW""","85","1.9058823529411764"
"""N648QX""","145","1.903448275862069"
"""N17017""","18","1.8888888888888888"
"""N87512""","88","1.8863636363636365"
"""N290AK""","95","1.8736842105263158"
"""N935AN""","85","1.8352941176470587"
"""N266JB""","127","1.8346456692913387"
"""N821DN""","83","1.8313253012048192"
"""N775AN""","17","1.8235294117647058"
"""N304SY""","141","1.801418439716312"
"""N14120""","70","1.8"
"""N922NN""","105","1.7809523809523808"
"""N952AT""","168","1.7797619047619047"
"""N932XJ""","118","1.7796610169491525"
"""N271SY""","172","1.7732558139534884"
"""N865DN""","90","1.7666666666666666"
"""N863RW""","107","1.766355140186916"
"""N504SY""","72","1.7638888888888888"
"""N24715""","85","1.7529411764705882"
"""N7812G""","8","1.75"
"""N846VA""","19","1.736842105263158"
"""N443AA""","89","1.7078651685393258"
"""N434AN""","87","1.7011494252873562"
"""N14242""","83","1.6987951807228916"
"""N758SK""","92","1.6956521739130435"
"""N568UW""","85","1.6941176470588235"
"""N531EG""","127","1.6929133858267718"
"""N456AN""","90","1.6888888888888889"
"""N166PQ""","131","1.6793893129770991"
"""N215AK""","98","1.6326530612244898"
"""N418YX""","151","1.6225165562913908"
"""N854DN""","82","1.6219512195121952"
"""N579AS""","101","1.613861386138614"
"""N306PQ""","113","1.6106194690265487"
"""N442YX""","136","1.6029411764705883"
"""N224NN""","155","1.5935483870967742"
"""N105NN""","41","1.5853658536585367"
"""N174SY""","52","1.5769230769230769"
"""N519AE""","124","1.564516129032258"
"""N403YX""","144","1.5555555555555556"
"""N302AS""","103","1.5533980582524272"
"""N326NB""","103","1.5533980582524272"
"""N641AE""","145","1.5172413793103448"
"""N403AS""","93","1.5161290322580645"
"""N262SY""","113","1.5132743362831858"
"""N480HA""","131","1.5038167938931297"
"""N821AN""","28","1.5"
"""N818NW""","2","1.5"
"""N19951""","4","1.5"
"""N724YX""","115","1.4869565217391305"
"""N566NN""","168","1.4761904761904763"
"""N3743H""","99","1.4747474747474747"
"""N537AS""","92","1.4456521739130435"
"""N488HA""","273","1.435897435897436"
"""N274SY""","133","1.413533834586466"
"""N244JQ""","137","1.4087591240875912"
"""N119HQ""","139","1.39568345323741"
"""N101NN""","28","1.3928571428571428"
"""N611NN""","158","1.3734177215189873"
"""N309PQ""","141","1.3687943262411348"
"""N556NN""","158","1.3544303797468353"
"""N832NN""","80","1.35"
"""N900EV""","33","1.3333333333333333"
"""N796JB""","87","1.3333333333333333"
"""N728YX""","118","1.305084745762712"
"""N601XJ""","96","1.2708333333333333"
"""N658AE""","151","1.2516556291390728"
"""N8837B""","73","1.2465753424657535"
"""N128HQ""","124","1.2419354838709677"
"""N504GJ""","93","1.2043010752688172"
"""N109NN""","68","1.1911764705882353"
"""N550NN""","161","1.186335403726708"
"""N445YX""","117","1.1794871794871795"
"""N699AE""","141","1.177304964539007"
"""N613SK""","118","1.1694915254237288"
"""N936XJ""","130","1.1692307692307693"
"""N584NN""","138","1.1521739130434783"
"""N230JQ""","132","1.1515151515151516"
"""N239JB""","93","1.1290322580645162"
"""N204NN""","152","1.118421052631579"
"""N649RW""","128","1.1171875"
"""N827AN""","9","1.1111111111111112"
"""N451YX""","118","1.1101694915254237"
"""N806AA""","19","1.105263157894737"
"""N926DZ""","74","1.0945945945945945"
"""N427YX""","126","1.0873015873015872"
"""N940NN""","75","1.0666666666666667"
"""N905DN""","82","1.024390243902439"
"""N820NW""","2","1.0"
"""N3747D""","86","1.0"
"""N512DN""","4","1.0"
"""315NV""","79","0.9873417721518988"
"""N306AS""","92","0.9782608695652174"
"""N443YX""","153","0.9673202614379085"
"""N317AS""","65","0.9538461538461539"
"""N936AT""","151","0.9470198675496688"
"""N902DN""","73","0.9452054794520548"
"""N733YX""","104","0.9326923076923077"
"""N549AS""","77","0.9090909090909091"
"""N696AE""","145","0.903448275862069"
"""N762AN""","17","0.8823529411764706"
"""N397DA""","73","0.863013698630137"
"""N278AK""","98","0.8571428571428571"
"""N305DU""","107","0.8411214953271028"
"""N567NN""","165","0.8121212121212121"
"""N800AY""","37","0.8108108108108109"
"""N955AK""","62","0.8064516129032258"
"""N552AS""","82","0.8048780487804879"
"""N832AA""","30","0.7666666666666667"
"""N834AY""","76","0.7631578947368421"
"""N880RW""","122","0.7540983606557377"
"""N404YX""","113","0.7433628318584071"
"""N471AS""","102","0.7352941176470589"
"""337NV""","89","0.7303370786516854"
"""N267AK""","98","0.7142857142857143"
"""N134HQ""","129","0.689922480620155"
"""N374DA""","100","0.68"
"""N416AN""","84","0.6666666666666666"
"""N720AN""","3","0.6666666666666666"
"""N932AT""","12","0.6666666666666666"
"""N37700""","92","0.6630434782608695"
"""N214AK""","112","0.6517857142857143"
"""334NV""","120","0.6416666666666667"
"""N662EH""","135","0.6370370370370371"
"""N249LR""","112","0.6339285714285714"
"""N288SY""","148","0.6216216216216216"
"""N840NN""","104","0.6057692307692307"
"""N227JQ""","123","0.6016260162601627"
"""N791AN""","15","0.6"
"""N938AT""","180","0.5944444444444444"
"""N63899""","46","0.5869565217391305"
"""N529EA""","172","0.563953488372093"
"""N482PX""","87","0.5632183908045977"
"""N131HQ""","129","0.5581395348837209"
"""N25982""","9","0.5555555555555556"
"""N101DU""","78","0.5512820512820513"
"""N778SK""","82","0.5487804878048781"
"""N215JQ""","146","0.5342465753424658"
"""N260AK""","102","0.5098039215686274"
"""N713EV""","127","0.5039370078740157"
"""N175DZ""","10","0.5"
"""N836MH""","4","0.5"
"""N508SY""","119","0.4957983193277311"
"""N37527""","83","0.46987951807228917"
"""N594NN""","158","0.46835443037974683"
"""N752YX""","116","0.46551724137931033"
"""N543EA""","117","0.452991452991453"
"""N525AS""","93","0.45161290322580644"
"""N920US""","114","0.4473684210526316"
"""N524AS""","94","0.44680851063829785"
"""N441YX""","109","0.44036697247706424"
"""N3734B""","82","0.43902439024390244"
"""N879DN""","64","0.4375"
"""N118HQ""","130","0.4307692307692308"
"""N586NN""","157","0.42038216560509556"
"""N251AK""","100","0.42"
"""N747YX""","125","0.384"
"""N943AK""","97","0.38144329896907214"
"""N423AS""","98","0.37755102040816324"
"""N447AN""","88","0.375"
"""N577NN""","158","0.37341772151898733"
"""N1604R""","14","0.35714285714285715"
"""N411SY""","131","0.33587786259541985"
"""N448AN""","94","0.30851063829787234"
"""N449YX""","119","0.3025210084033613"
"""N305SY""","162","0.2962962962962963"
"""N888DU""","89","0.29213483146067415"
"""N745YX""","122","0.27049180327868855"
"""N811NW""","4","0.25"
"""N938LR""","110","0.24545454545454545"
"""N815NW""","5","0.2"
"""N797AN""","5","0.2"
"""N551NN""","173","0.19653179190751446"
"""N461AN""","97","0.1958762886597938"
"""N3772H""","62","0.1935483870967742"
"""N788AN""","11","0.18181818181818182"
"""N47512""","100","0.18"
"""N761AJ""","6","0.16666666666666666"
"""N12010""","28","0.14285714285714285"
"""N673AE""","87","0.12643678160919541"
"""N650AE""","180","0.11666666666666667"
"""N521SY""","64","0.09375"
"""N273SY""","128","0.09375"
"""N921US""","69","0.08695652173913043"
"""N744SK""","74","0.08108108108108109"
"""N607AS""","151","0.046357615894039736"
"""N977AT""","171","0.017543859649122806"
"""N450AW""","101","0.009900990099009901"
"""N647QX""","180","0.0"
"""N35953""","5","0.0"
"""N828MH""","2","0.0"
"""N410YX""","44","-0.022727272727272728"
"""N911DQ""","84","-0.07142857142857142"
"""N523JB""","72","-0.08333333333333333"
"""N462AA""","94","-0.14893617021276595"
"""N435AS""","39","-0.15384615384615385"
"""N424YX""","146","-0.17123287671232876"
"""N601EN""","149","-0.18120805369127516"
"""N302SY""","129","-0.1937984496124031"
"""N945JT""","71","-0.23943661971830985"
"""N290SY""","121","-0.2644628099173554"
"""N823SK""","159","-0.27044025157232704"
"""N870AX""","24","-0.2916666666666667"
"""N612AS""","159","-0.3018867924528302"
